"R0000100","R0536300","R0536401","R1210700","U4329700","U4330000","U4336100","U4336200","U4336300","U4337600","U4337700","U4337800","U4337900","U4338800","U4338900","U4339000","U4339100"
4050,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4051,1,10,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4052,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4053,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4054,1,2,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,0,-4,-4,-4
4055,2,4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4056,1,7,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4057,1,5,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4058,2,10,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4059,1,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4060,2,10,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4061,2,9,73,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4062,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4063,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4064,1,11,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4065,1,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4066,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4067,2,1,81,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4068,1,10,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4069,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4070,1,12,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4071,2,4,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4072,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4073,1,3,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4074,2,12,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4075,2,1,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4076,2,4,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4077,1,9,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4078,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4079,1,11,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4080,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4081,2,8,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4082,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4083,2,7,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4084,1,1,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4085,1,5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4086,1,6,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4087,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4088,2,9,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4089,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4090,2,9,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4091,2,10,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4092,2,10,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4093,2,12,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4094,2,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4095,1,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4096,1,3,84,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4097,1,3,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4098,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4099,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4100,1,4,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4101,1,3,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4102,2,10,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4103,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4104,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4105,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4106,1,6,92,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4107,1,12,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4108,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4109,1,5,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4110,1,11,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4111,2,6,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4112,1,8,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4113,1,4,92,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4114,2,7,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4115,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4116,2,4,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4117,2,11,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4118,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4119,1,4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4120,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4121,1,2,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4122,2,9,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4123,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4124,2,4,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4125,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4126,1,10,84,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4127,2,3,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4128,1,7,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4129,1,1,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4130,2,5,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4131,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4132,2,5,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4133,1,5,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4134,1,7,50,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4135,2,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4136,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4137,2,6,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4138,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4139,1,6,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4140,2,4,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4141,2,10,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4142,1,3,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4143,2,8,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4144,1,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4145,2,10,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4146,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4147,2,10,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4148,2,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4149,1,2,63,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4150,1,10,81,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4151,2,1,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4152,1,11,34,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4153,1,12,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4154,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4155,1,5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4156,1,2,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4157,2,12,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4158,1,7,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4159,2,2,94,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4160,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4161,1,10,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4162,1,9,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4163,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4164,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4165,1,8,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4166,1,7,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4167,2,12,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4168,1,9,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4169,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4170,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4171,1,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4172,1,8,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4173,1,9,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4174,2,9,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4175,2,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4176,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4177,2,3,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4178,2,4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4179,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4180,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4181,1,5,4,-4,-4,-4,-4,-4,1,-4,-4,-4,1,-4,-4,-4
4182,2,9,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4183,2,10,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4184,1,12,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4185,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4186,2,3,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4187,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4188,1,1,81,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4189,1,12,30,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4190,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4191,2,2,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4192,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4193,1,9,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4194,2,9,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4195,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4196,1,10,34,-4,-4,0,-4,-4,-4,-4,-4,-4,0,-4,-4,-4
4197,2,12,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4198,1,6,95,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4199,1,12,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4200,2,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4201,2,6,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4202,1,6,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4203,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4204,1,11,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4205,1,7,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4206,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4207,2,9,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4208,1,6,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4209,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4210,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4211,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4212,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4213,2,1,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4214,1,6,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4215,2,2,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4216,2,10,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4217,1,7,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4218,2,12,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4219,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4220,2,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4221,1,3,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4222,1,1,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4223,2,9,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4224,2,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4225,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4226,1,9,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4227,2,11,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4228,1,12,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4229,2,10,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4230,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4231,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4232,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4233,1,5,96,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4234,2,3,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4235,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4236,2,8,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4237,1,8,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4238,2,2,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4239,1,9,98,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4240,1,7,70,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4241,2,12,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4242,2,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4243,1,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4244,1,7,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4245,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4246,2,7,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4247,1,12,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4248,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4249,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4250,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4251,1,9,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4252,1,12,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4253,2,8,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4254,2,2,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4255,2,6,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4256,1,6,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4257,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4258,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4259,1,9,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4260,2,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4261,1,5,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4262,2,8,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4263,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4264,2,7,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4265,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4266,1,9,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4267,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4268,1,11,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4269,1,4,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4270,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4271,2,10,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4272,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4273,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4274,1,3,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4275,1,6,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4276,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4277,1,11,88,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4278,1,10,45,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4279,1,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4280,1,9,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4281,2,4,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4282,2,12,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4283,2,8,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4284,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4285,1,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4286,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4287,2,4,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4288,1,1,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4289,1,12,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4290,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4291,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4292,1,9,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4293,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4294,1,11,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4295,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4296,1,2,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4297,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4298,2,11,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4299,1,10,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4300,1,1,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4301,2,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4302,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4303,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4304,2,7,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4305,1,1,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4306,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4307,1,8,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4308,2,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4309,2,9,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4310,1,12,27,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4311,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4312,1,1,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4313,1,8,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4314,2,7,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4315,2,6,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4316,2,3,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4317,1,7,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4318,2,7,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4319,2,11,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4320,1,11,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4321,1,5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4322,1,11,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4323,1,7,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4324,2,10,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4325,2,5,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4326,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4327,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4328,1,9,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4329,1,3,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4330,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4331,1,9,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4332,1,10,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4333,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4334,1,9,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4335,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4336,2,10,90,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4337,1,4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
