"R0000100","R0536300","R0536401","R1210700","U4329700","U4330000","U4336100","U4336200","U4336300","U4337600","U4337700","U4337800","U4337900","U4338800","U4338900","U4339000","U4339100"
3762,1,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3763,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3764,2,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3765,2,10,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3766,2,11,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3767,2,12,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3768,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3769,1,2,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3770,1,8,97,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3771,2,12,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3772,1,9,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3773,1,8,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3774,2,7,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3775,2,5,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3776,2,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3777,1,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3778,2,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3779,2,8,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3780,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3781,1,7,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3782,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3783,1,6,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3784,2,11,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3785,1,2,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3786,2,9,90,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3787,1,5,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3788,1,10,25,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3789,2,10,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3790,1,11,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3791,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3792,1,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3793,1,12,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3794,1,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3795,1,11,55,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3796,1,1,86,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3797,1,12,2,-4,-4,0,-4,-4,-4,-4,-4,-4,0,-4,-4,-4
3798,2,8,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3799,2,7,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3800,1,3,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3801,2,3,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3802,1,8,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3803,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3804,2,5,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3805,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3806,2,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3807,2,6,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3808,1,7,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3809,1,9,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3810,2,7,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3811,1,8,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3812,2,3,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3813,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3814,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3815,2,6,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4
3816,1,4,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3817,1,8,97,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3818,2,1,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3819,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3820,2,3,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3821,2,4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3822,2,8,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3823,2,11,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3824,2,7,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3825,2,10,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3826,1,12,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3827,1,7,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3828,2,9,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3829,1,4,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3830,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3831,1,4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3832,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3833,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3834,1,10,37,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3835,1,5,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3836,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3837,2,6,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3838,2,10,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3839,1,7,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3840,1,12,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3841,2,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3842,2,8,34,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3843,2,3,73,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3844,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3845,1,7,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3846,2,4,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3847,2,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3848,1,9,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3849,1,5,47,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3850,1,9,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3851,1,10,21,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3852,1,7,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3853,2,10,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3854,1,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3855,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3856,2,5,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3857,1,8,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3858,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3859,1,10,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3860,1,11,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3861,2,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3862,2,8,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3863,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3864,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3865,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3866,2,5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3867,2,10,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3868,2,10,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3869,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3870,2,6,37,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3871,1,12,42,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3872,1,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3873,2,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3874,2,9,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3875,2,9,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3876,1,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3877,1,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3878,1,6,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3879,2,12,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3880,1,10,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3881,1,1,88,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3882,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3883,2,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3884,1,7,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3885,2,2,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3886,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3887,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3888,1,6,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3889,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3890,2,9,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3891,2,10,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3892,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3893,1,6,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3894,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3895,1,9,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3896,1,12,98,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3897,2,10,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3898,1,12,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3899,2,8,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3900,2,5,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3901,2,11,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3902,1,10,81,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3903,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3904,1,10,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3905,2,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3906,2,1,93,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3907,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3908,1,1,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3909,2,4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3910,1,11,91,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3911,2,3,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3912,2,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3913,2,1,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3914,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3915,1,3,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3916,2,5,96,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3917,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3918,1,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3919,2,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3920,2,11,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3921,1,2,0,-4,-4,0,-4,-4,-4,-4,-4,-4,0,-4,-4,-4
3922,2,9,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3923,1,3,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3924,2,9,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3925,2,4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3926,2,10,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3927,2,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3928,2,12,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3929,1,9,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3930,2,12,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3931,1,5,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3932,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3933,2,11,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3934,2,7,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3935,2,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3936,1,10,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3937,2,10,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3938,1,7,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3939,2,10,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3940,2,11,82,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3941,2,6,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3942,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3943,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3944,1,6,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3945,2,11,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3946,1,9,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3947,1,5,42,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3948,2,6,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3949,1,11,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3950,1,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3951,1,9,30,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3952,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3953,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3954,2,10,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3955,2,7,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3956,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3957,1,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3958,1,10,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3959,1,5,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3960,1,3,93,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3961,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3962,1,9,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3963,2,9,88,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3964,2,11,34,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3965,2,3,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3966,2,9,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3967,1,5,86,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3968,2,3,45,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3969,1,5,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3970,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3971,2,10,92,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3972,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3973,2,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3974,1,8,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3975,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3976,2,2,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3977,2,11,77,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3978,2,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3979,2,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3980,1,6,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3981,1,1,34,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3982,2,2,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3983,2,2,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3984,2,9,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3985,2,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3986,1,2,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3987,1,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3988,1,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3989,2,9,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3990,2,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3991,1,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3992,2,10,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3993,1,5,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3994,1,9,75,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3995,1,9,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3996,1,12,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3997,1,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3998,1,3,94,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3999,2,12,79,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4000,2,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4001,1,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4002,1,5,88,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4003,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4004,1,4,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4005,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4006,1,1,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4007,1,2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4008,1,9,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4009,1,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4010,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4011,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4012,2,5,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4013,1,6,87,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4014,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4015,2,6,90,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4016,1,8,77,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4017,2,10,94,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4018,2,6,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4019,2,4,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4020,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4021,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4022,2,1,94,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4023,2,11,84,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4024,2,11,34,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4025,1,1,66,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4026,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4027,2,4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4028,2,10,68,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4029,1,12,27,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4030,1,12,75,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4031,1,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4032,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4033,1,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4034,2,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4035,2,6,23,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4036,2,9,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4037,1,8,81,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4038,1,7,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4039,2,3,82,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4040,2,4,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4041,1,9,95,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4042,2,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4043,1,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4044,1,9,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4045,1,7,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4046,2,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4047,2,11,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4048,1,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4049,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
