"E8033100","R0000100","R0536300","R0536401","R0536402","R1210700","R1235800","R1482600","R9829600","U4282400"
0,4741,2,10,1982,16,1,2,50053,-5
1,4742,2,8,1981,30,1,2,18815,-4
1,4743,1,10,1982,25,1,1,30552,-4
2,4744,1,8,1983,27,1,4,-4,-5
1,4745,1,1,1983,61,1,2,42924,-4
0,4746,1,2,1983,84,1,4,41927,-5
0,4747,2,1,1980,-4,1,1,22758,-4
0,4748,2,1,1983,66,1,4,73388,-4
2,4749,1,4,1980,-4,1,4,46659,-4
0,4750,1,12,1982,82,1,4,67153,-4
0,4751,1,11,1981,87,1,4,72105,-4
1,4752,1,2,1981,-3,1,4,19183,-4
0,4753,2,6,1982,-3,1,4,19781,-4
0,4754,2,10,1981,61,1,4,-5,-4
1,4755,2,11,1980,-4,1,2,27656,-4
0,4756,2,10,1980,-4,1,4,24378,-5
0,4757,2,9,1983,50,1,4,17360,-5
0,4758,2,6,1980,-4,1,1,77261,-4
0,4759,1,5,1981,-4,1,4,90763,-4
2,4760,2,12,1984,70,1,4,59300,-4
1,4761,2,11,1983,97,1,4,83513,-4
0,4762,1,10,1984,88,1,2,34419,-4
0,4763,1,4,1983,95,1,4,96906,-4
0,4764,1,1,1981,-4,1,2,-4,-5
0,4765,1,6,1981,-4,1,4,32881,-4
0,4766,1,11,1980,-4,1,2,-5,-5
5,4767,2,2,1984,-4,1,2,-5,-5
0,4768,2,9,1982,63,1,2,59057,-4
0,4769,1,7,1980,-4,1,4,-5,-4
0,4770,2,4,1980,-4,1,4,-4,-4
10,4771,2,11,1983,87,1,4,-4,-4
0,4772,2,1,1984,34,1,2,73298,-4
0,4773,2,12,1980,-4,1,2,42185,-4
0,4774,1,3,1983,42,1,2,21164,-4
0,4775,2,11,1983,5,1,2,6958,-4
0,4776,1,7,1983,4,1,2,48138,-4
2,4777,2,12,1980,-4,1,2,-4,-4
0,4778,2,7,1981,-4,1,2,-4,-4
1,4779,2,1,1983,37,1,2,45366,-4
0,4780,1,3,1980,-4,1,2,-4,-4
4,4781,1,2,1980,-4,1,4,2618,-4
0,4782,1,2,1981,-4,1,2,-4,-4
0,4783,2,11,1982,-4,1,2,-4,-4
0,4784,2,11,1983,2,1,2,13435,-4
0,4785,2,2,1980,-4,1,2,61479,-4
0,4786,2,11,1983,23,1,2,52399,-4
0,4787,1,6,1982,90,1,4,52219,-4
4,4788,1,9,1980,-4,1,4,98261,-4
0,4789,2,4,1982,77,1,4,56924,-4
10,4790,1,7,1983,92,1,4,77219,-4
0,4791,1,8,1980,-4,1,4,-5,-5
0,4792,2,3,1982,-4,1,4,59929,-4
0,4793,1,6,1980,-4,1,4,-4,-4
0,4794,1,1,1981,-4,1,4,-5,-5
0,4795,2,2,1981,-3,1,2,-4,-4
8,4796,2,8,1981,-4,1,4,28103,-4
0,4797,2,1,1984,96,1,4,81956,-4
0,4798,1,11,1984,88,1,2,37775,-4
0,4799,1,4,1981,-4,1,4,73210,-4
4,4800,1,12,1982,68,1,4,42726,-4
17,4801,2,4,1983,97,1,4,89023,-5
0,4802,2,3,1982,95,1,4,-4,-4
0,4803,1,2,1983,84,1,4,64954,-5
0,4804,2,1,1982,30,1,4,39886,-4
0,4805,1,4,1983,23,1,4,57602,-4
0,4806,2,3,1982,30,1,4,48726,-5
1,4807,2,11,1982,30,1,4,68145,-5
2,4808,1,9,1980,-4,1,4,-4,-4
0,4809,2,8,1984,12,1,4,-5,-5
7,4810,1,3,1982,-3,1,4,23489,-5
0,4811,2,8,1984,-3,1,4,54258,-4
0,4812,2,12,1983,92,1,4,90860,-4
0,4813,1,4,1982,66,1,4,62617,-4
0,4814,1,3,1983,91,1,4,89008,-4
0,4815,2,10,1983,93,1,4,100000,-4
0,4816,2,3,1980,-4,1,4,85215,-4
3,4817,1,3,1981,-4,1,4,92098,-4
0,4818,1,1,1984,92,1,4,95580,-4
8,4819,1,1,1982,92,1,4,75651,-1
0,4820,1,3,1982,92,1,4,97800,-4
0,4821,2,11,1983,84,1,4,77652,-4
0,4822,2,11,1983,86,1,4,78734,-4
0,4823,2,3,1982,55,1,4,76867,-5
0,4824,1,3,1981,-4,1,4,50988,-5
0,4825,2,12,1981,19,1,4,49115,-5
0,4826,1,4,1980,-4,1,4,98327,-4
0,4827,1,7,1981,-4,1,4,49221,-4
0,4828,2,4,1981,-4,1,4,-4,-4
1,4829,2,7,1981,23,1,4,9427,-5
0,4830,1,10,1983,96,1,4,95930,-4
3,4831,1,12,1981,-4,1,4,-4,-4
6,4832,1,2,1983,79,1,4,91591,-4
4,4833,1,3,1980,-4,1,4,100000,-4
0,4834,2,2,1980,-4,1,4,63168,-4
0,4835,1,5,1983,42,1,4,37739,-4
1,4836,1,9,1981,77,1,4,55070,-5
0,4837,2,3,1980,-4,1,4,66693,-4
0,4838,2,6,1982,68,1,4,53674,-4
0,4839,1,3,1984,16,1,4,54946,-4
0,4840,1,9,1983,16,1,4,23402,-5
0,4841,2,5,1982,34,1,4,84073,-4
1,4842,2,3,1984,86,1,4,92270,-4
0,4843,2,6,1981,-4,1,4,54580,-4
0,4844,1,2,1983,10,1,4,13325,-4
0,4845,1,3,1981,58,1,4,68012,-4
0,4846,2,2,1983,18,1,4,15777,-4
15,4847,1,8,1980,-4,1,4,56578,-4
0,4848,1,1,1984,95,1,4,64711,-4
1,4849,1,11,1982,90,1,4,47756,-4
0,4850,2,5,1980,50,1,4,45413,-4
0,4851,1,9,1984,91,1,4,71887,-4
0,4852,2,10,1980,-4,1,4,67479,-4
0,4853,1,5,1984,93,1,4,85126,-4
0,4854,2,12,1982,63,1,4,29988,-5
0,4855,2,8,1983,10,1,4,62330,-4
0,4856,2,12,1981,-4,1,2,58139,-4
20,4857,2,9,1984,0,1,2,3353,-4
0,4858,2,11,1984,94,1,4,97702,-4
0,4859,2,1,1981,-4,1,4,76132,-5
0,4860,2,4,1980,-4,1,4,24319,-4
1,4861,1,6,1980,53,1,4,15832,-4
0,4862,2,4,1981,-4,1,4,59635,-4
1,4863,1,11,1981,-4,1,4,82847,-4
17,4864,1,7,1984,98,1,4,55075,-4
2,4865,2,3,1982,16,1,4,52554,-4
0,4866,1,2,1982,91,1,4,81610,-5
0,4867,2,3,1982,-3,1,4,2308,2
1,4868,2,10,1981,-3,1,4,2573,-4
1,4869,1,2,1983,75,1,4,15171,-5
2,4870,1,8,1980,-4,1,4,93080,-4
0,4871,2,9,1981,86,1,4,89185,-4
0,4872,1,12,1982,42,1,4,55194,-4
0,4873,2,9,1982,84,1,4,51127,-4
0,4874,1,6,1984,10,1,4,3272,-4
0,4875,2,12,1982,88,1,4,64686,-4
0,4876,2,8,1982,27,1,4,87924,-4
0,4877,2,6,1984,18,1,4,45857,-4
0,4878,2,1,1982,87,1,4,91577,-4
0,4879,2,12,1984,-3,1,4,-4,-5
6,4880,2,2,1983,82,1,4,18097,-4
0,4881,2,5,1983,-3,1,4,-4,-4
0,4882,2,8,1981,21,1,4,56301,-5
0,4883,1,10,1982,77,1,4,35565,-5
0,4884,1,1,1980,-4,1,4,31435,-4
0,4885,2,1,1983,82,1,4,80441,-4
1,4886,1,7,1984,68,1,4,47928,-4
0,4887,1,4,1983,88,1,4,68585,-4
0,4889,1,8,1982,95,1,4,47042,-4
0,4890,1,9,1983,79,1,4,55872,-4
0,4891,1,8,1982,88,1,4,-4,-4
0,4892,1,8,1982,37,1,4,6637,-4
4,4893,2,3,1980,-4,1,4,9360,-4
6,4894,1,5,1980,-4,1,4,78712,-4
0,4895,2,12,1982,87,1,4,91625,-4
2,4896,1,11,1982,27,1,4,20776,-5
0,4897,1,5,1984,82,1,4,71536,-4
1,4898,2,5,1982,37,1,4,14504,-4
0,4899,2,11,1982,93,1,4,79714,-4
0,4900,1,9,1980,-4,1,4,71171,-4
0,4901,2,7,1980,-4,1,4,19915,-4
4,4902,1,4,1983,21,1,4,16852,-4
0,4903,2,3,1983,92,1,1,52429,-4
1,4904,2,8,1981,-4,1,4,67953,-4
0,4905,2,4,1983,25,1,4,35599,-5
0,4906,1,5,1983,55,1,4,63342,-4
0,4907,1,5,1984,12,1,4,24335,-4
2,4908,1,11,1980,-4,1,4,50841,-4
4,4909,1,8,1982,81,1,4,65673,-4
12,4910,1,4,1984,32,1,4,7544,-4
0,4911,1,2,1982,23,1,4,84766,-4
0,4912,1,1,1984,68,1,4,29173,-4
0,4913,1,2,1984,93,1,4,84222,-4
0,4914,1,10,1983,10,1,4,-5,-4
0,4915,2,7,1980,-4,1,4,93916,-4
0,4916,1,10,1983,82,1,4,74510,-4
0,4917,2,10,1981,86,1,4,65362,-4
0,4918,1,6,1981,81,1,4,79870,-4
0,4919,1,2,1984,88,1,4,64039,-4
1,4920,1,12,1984,19,1,4,23419,-4
0,4921,1,9,1981,82,1,4,66883,-4
2,4922,1,11,1983,84,1,4,53373,-4
0,4923,2,12,1983,55,1,4,-4,-4
0,4924,2,2,1981,7,1,4,-5,-5
0,4925,2,2,1983,82,1,4,-5,-4
0,4926,2,11,1980,-4,1,4,39439,-4
0,4927,1,3,1983,84,1,4,77125,-4
0,4928,1,7,1980,-4,1,4,57725,-5
7,4929,1,1,1982,-4,1,4,-5,-4
0,4930,1,8,1984,-3,1,4,-4,-5
0,4931,1,6,1982,25,1,4,21363,-4
2,4932,1,4,1982,53,1,4,61519,-5
0,4933,2,12,1981,53,1,4,31111,-5
0,4934,1,3,1984,95,1,4,88783,-4
0,4935,2,12,1984,94,1,4,82774,-5
9,4936,1,11,1982,70,1,1,5141,-4
11,4937,1,3,1983,13,1,1,28963,-4
0,4938,2,9,1983,1,1,4,49694,-4
0,4939,1,9,1981,86,1,4,38912,-5
0,4940,1,12,1982,55,1,4,40828,-4
0,4941,2,10,1984,86,1,4,91543,-4
2,4942,1,1,1981,-4,1,4,90300,-4
0,4943,1,11,1982,79,1,4,63870,-4
2,4944,2,7,1983,53,1,4,81403,-4
0,4945,1,12,1980,-4,1,4,-4,-5
0,4946,1,1,1983,18,1,4,12386,-4
5,4947,1,3,1983,95,1,4,72410,-4
0,4948,1,8,1981,19,1,4,48770,-4
5,4949,2,12,1983,16,1,4,44704,-5
7,4950,1,9,1980,5,1,4,4238,-4
0,4951,1,3,1983,-3,1,4,-4,-4
0,4952,2,6,1984,-3,1,4,-4,-4
2,4953,1,2,1980,-4,1,4,48484,-4
13,4954,1,6,1982,25,1,4,20143,-4
0,4955,2,6,1981,-4,1,4,26087,-4
0,4956,2,10,1984,79,1,4,73855,-4
10,4957,1,5,1983,-3,1,4,-4,-4
8,4958,2,3,1984,50,1,4,30966,-4
6,4959,2,12,1984,70,1,4,54763,-4
4,4960,2,3,1980,-4,1,4,67943,-4
6,4961,2,12,1980,-4,1,4,34460,-4
0,4962,2,8,1984,82,1,4,58119,-4
0,4963,2,5,1980,-4,1,4,17766,-4
0,4964,2,12,1983,94,1,4,-5,-5
2,4965,1,5,1982,10,1,4,4842,4
2,4966,2,1,1984,32,1,4,33532,-4
0,4967,2,7,1983,37,1,4,54452,-5
1,4968,2,7,1983,7,1,4,42406,-4
0,4969,2,1,1983,21,1,4,24136,-5
0,4970,1,2,1980,-4,1,4,29230,-4
1,4971,1,11,1983,84,1,4,54739,-4
0,4972,1,2,1980,-4,1,4,44725,-4
1,4973,2,1,1980,-4,1,4,-4,-4
13,4974,2,6,1981,3,1,4,6312,-4
3,4975,1,12,1983,1,1,4,3453,-5
0,4976,2,6,1981,-4,1,4,50958,-5
6,4977,1,9,1984,0,1,4,15004,-4
0,4978,2,5,1982,0,1,4,-5,-4
15,4979,2,12,1984,70,1,4,41110,-4
0,4980,1,2,1984,-3,1,4,-5,-4
0,4981,1,5,1984,45,1,4,36474,-4
0,4982,2,9,1981,-4,1,4,42650,-4
0,4983,1,6,1983,96,1,4,75798,-4
10,4984,1,1,1981,34,1,4,32095,-5
3,4985,2,1,1980,-4,1,4,8770,-4
12,4986,1,8,1981,91,1,4,49862,-4
0,4987,1,4,1983,95,1,4,79886,-4
0,4988,2,6,1980,-4,1,4,60806,-4
16,4989,1,1,1982,5,1,4,-4,-4
0,4990,2,1,1982,45,1,4,-4,-4
1,4991,2,7,1984,30,1,4,-4,-4
0,4992,1,5,1981,81,1,4,58548,-4
0,4993,2,11,1982,37,1,4,58270,-4
0,4994,2,7,1984,77,1,4,63877,-4
0,4995,2,5,1981,-4,1,4,27819,-5
0,4996,2,7,1983,58,1,4,40587,-5
1,4997,1,7,1983,2,1,4,24556,-5
0,4998,2,5,1982,1,1,2,-4,-4
0,4999,2,9,1983,7,1,2,-4,-4
1,5000,1,2,1982,0,1,4,-4,-4
0,5001,2,1,1983,1,1,4,-4,-4
2,5002,1,2,1983,14,1,4,-4,-4
1,5003,2,9,1984,-3,1,4,-4,-4
1,5004,1,2,1983,18,1,4,-4,-5
0,5005,2,6,1984,7,1,4,-4,-4
0,5006,1,10,1983,66,1,4,-4,-5
0,5007,2,10,1984,21,1,4,48261,-5
0,5008,2,11,1983,-3,1,4,-4,-4
0,5009,2,2,1980,-4,1,4,70335,-4
0,5010,1,3,1980,-4,1,4,87609,-4
1,5011,2,1,1981,-4,1,4,59116,-4
18,5012,1,12,1980,90,1,4,86843,-4
1,5013,1,9,1982,81,1,4,61762,-4
2,5014,1,6,1981,-4,1,4,70206,-4
0,5015,2,10,1983,50,1,4,45228,-4
0,5016,2,5,1981,39,1,4,53085,-4
0,5017,2,12,1981,90,1,4,96277,-4
0,5018,2,10,1984,95,1,4,-4,-4
0,5019,1,9,1981,77,1,4,74175,-5
5,5020,1,9,1981,86,1,2,90480,-4
0,5021,2,1,1983,75,1,4,61264,-5
0,5022,2,10,1983,0,1,4,767,-4
4,5023,1,11,1982,5,1,4,51342,-4
2,5024,2,6,1982,61,1,4,81451,-4
1,5025,2,11,1983,42,1,4,23846,-4
0,5026,1,12,1983,79,1,2,73189,-4
0,5027,2,12,1980,-4,1,4,-4,-4
2,5028,1,9,1981,-4,1,4,62563,-4
1,5029,1,3,1983,63,1,4,39893,-4
0,5030,1,3,1983,91,1,4,96742,-4
0,5031,1,7,1981,-4,1,4,86988,-4
0,5032,2,9,1980,-4,1,4,12694,-5
0,5033,1,3,1982,16,1,4,14911,-4
0,5034,1,2,1982,90,1,4,-5,-4
3,5035,2,11,1980,-4,1,4,94490,-4
0,5036,1,10,1980,-4,1,4,-4,-5
1,5037,1,12,1981,93,1,4,-4,-4
5,5038,1,3,1981,-4,1,4,73210,-4
3,5039,2,11,1982,66,1,4,33624,-4
0,5040,2,8,1982,88,1,4,-4,-5
0,5041,1,7,1984,14,1,4,48620,-4
0,5042,1,6,1980,-4,1,4,97469,-4
0,5043,2,7,1984,95,1,2,96512,-4
5,5044,1,1,1981,-4,1,4,-4,-4
1,5045,1,2,1981,-4,1,4,99641,-4
0,5046,2,8,1980,12,1,4,28711,-5
11,5047,1,10,1981,66,1,4,36791,-4
1,5048,2,9,1982,4,1,4,5787,-4
2,5049,2,6,1983,55,1,2,-4,-4
0,5050,1,7,1984,93,1,2,-4,-4
0,5051,2,7,1981,-4,1,4,53568,-4
0,5052,1,4,1983,75,1,4,46190,-4
1,5053,1,10,1981,-4,1,4,85741,-4
6,5054,2,9,1980,-4,1,4,86674,-4
13,5055,1,4,1983,14,1,4,8326,-4
3,5056,1,1,1980,-4,1,4,-5,-4
1,5057,2,10,1982,45,1,1,67472,-4
11,5058,1,9,1980,92,1,4,-4,-5
2,5059,1,5,1982,7,1,4,-4,-4
0,5060,2,11,1981,81,1,4,71568,-4
4,5061,1,10,1980,-4,1,4,-4,-5
1,5062,1,12,1984,61,1,1,-4,-4
20,5063,1,2,1983,96,1,4,-4,-4
2,5064,1,8,1983,0,1,4,-5,-4
1,5065,1,9,1980,-4,1,4,-4,-4
22,5066,1,5,1983,21,1,4,-4,-4
4,5067,1,6,1984,73,1,4,-4,-5
0,5068,2,10,1982,42,1,1,-4,-4
3,5069,2,9,1984,75,1,1,-4,-4
0,5070,1,11,1984,47,1,2,5296,-4
0,5071,1,9,1982,32,1,4,9783,-1
1,5072,2,11,1981,37,1,2,28601,3
0,5073,2,2,1982,-4,1,4,68917,-4
0,5074,1,11,1982,63,1,4,-5,-5
0,5075,2,9,1983,98,1,4,99034,-4
8,5076,1,10,1980,32,1,4,-5,-5
0,5077,1,4,1983,81,1,4,54210,-4
0,5078,2,11,1982,66,1,4,61264,-5
6,5079,2,7,1980,-4,1,4,29358,-5
4,5080,1,12,1980,10,1,4,30257,-4
7,5081,1,6,1983,50,1,4,33389,-4
0,5082,2,1,1980,-4,1,4,-5,-4
0,5083,2,11,1981,-4,1,4,-5,-5
0,5084,1,6,1982,92,1,4,78687,-4
0,5085,2,2,1984,84,1,4,33896,-5
0,5086,2,4,1982,87,1,4,76912,-4
0,5087,2,4,1981,-4,1,4,13001,-5
0,5088,1,7,1981,82,1,4,83849,-4
0,5089,2,5,1984,14,1,4,48677,-4
5,5090,1,4,1982,82,1,4,75121,-5
6,5091,2,11,1984,94,1,4,98071,-4
18,5092,2,10,1980,-4,1,4,-4,3
5,5093,1,12,1983,1,1,4,2970,-5
2,5094,1,1,1980,-4,1,4,27897,-4
0,5095,2,3,1984,34,1,4,-4,-4
1,5096,2,11,1983,81,1,4,-4,-4
0,5097,2,10,1983,81,1,4,-4,-5
0,5098,2,1,1983,18,1,4,60897,-4
0,5099,2,1,1981,-4,1,4,-4,-5
0,5100,1,10,1982,84,1,4,72721,-4
0,5101,2,5,1981,-4,1,4,94063,-5
2,5102,1,5,1980,-4,1,2,19928,-4
1,5103,1,10,1980,-4,1,4,-4,-5
0,5104,2,1,1984,53,1,4,-4,-4
2,5105,1,7,1982,45,1,4,33769,-4
5,5106,1,3,1981,-4,1,4,61145,-4
0,5107,1,2,1984,55,1,4,-4,-5
2,5108,1,2,1982,79,1,4,80424,-5
0,5109,1,1,1980,-4,1,4,68775,-4
1,5110,1,8,1984,61,1,4,75354,-4
0,5111,2,11,1980,-4,1,4,47671,-4
2,5112,1,3,1984,81,1,4,26826,-5
1,5113,2,8,1984,70,1,4,68568,-4
0,5114,2,5,1981,-4,1,4,60385,-4
0,5115,2,10,1981,50,1,4,63112,-4
2,5116,1,2,1981,-4,1,4,43764,-4
5,5117,1,3,1982,45,1,4,55819,-4
0,5118,2,5,1982,84,1,4,81808,-4
0,5119,1,4,1984,47,1,4,-5,-5
7,5120,1,4,1981,-4,1,2,53850,-4
0,5121,1,10,1983,68,1,4,-5,-5
5,5122,1,9,1983,3,1,4,3890,-4
2,5123,2,9,1981,18,1,4,19596,-4
1,5124,1,9,1981,92,1,4,36983,-4
0,5125,2,12,1983,92,1,4,52667,-4
1,5126,2,4,1984,86,1,1,86001,-4
2,5127,1,10,1980,-4,1,1,42014,-4
0,5128,2,8,1983,37,1,4,39487,-4
0,5129,2,7,1984,39,1,4,36051,-4
0,5130,2,8,1981,-4,1,4,92064,-5
0,5131,2,5,1983,95,1,4,91307,-4
0,5132,1,3,1980,-4,1,4,80326,-5
0,5133,1,6,1982,61,1,4,41298,-5
1,5134,1,8,1984,5,1,4,6386,-4
0,5135,1,9,1982,66,1,4,30851,-4
1,5136,1,4,1983,42,1,1,44247,-4
0,5137,2,12,1980,-4,1,4,39821,-4
2,5138,2,2,1982,21,1,4,78865,-4
12,5139,1,1,1981,86,1,2,36706,-4
0,5140,2,9,1984,34,1,2,40776,-4
1,5141,2,11,1983,81,1,4,24224,-4
0,5142,1,7,1982,87,1,4,93459,-4
0,5143,2,11,1984,66,1,4,71493,-4
1,5144,1,5,1982,75,1,4,77260,-4
0,5145,1,7,1982,1,1,4,7306,-4
0,5146,2,6,1980,-4,1,4,-4,-4
1,5147,1,10,1983,96,1,4,-4,-5
0,5148,1,8,1981,-4,1,4,-4,-4
7,5149,2,6,1981,-4,1,4,17052,-4
0,5150,1,10,1983,50,1,4,77293,-1
1,5151,2,12,1984,2,1,4,21243,-4
0,5152,2,11,1981,-4,1,1,51571,-5
0,5153,1,11,1982,66,1,1,62053,-4
0,5154,2,9,1981,95,1,4,96969,-4
0,5155,1,2,1983,84,1,4,69242,-4
0,5156,1,9,1984,63,1,4,72594,-4
5,5157,1,10,1981,32,1,4,40564,-4
0,5158,2,3,1982,37,1,4,50888,-4
0,5159,1,6,1981,-4,1,4,73590,-4
0,5160,2,9,1983,50,1,1,62970,-5
0,5161,1,2,1982,23,1,2,29925,-4
0,5162,1,3,1982,-4,1,4,93817,-4
0,5163,2,10,1983,90,1,4,88162,-4
3,5164,1,1,1982,32,1,4,18616,-5
2,5165,1,4,1982,93,1,4,95919,-5
0,5166,1,3,1980,-4,1,4,83691,-4
1,5167,2,11,1983,66,1,4,-4,-4
0,5170,1,4,1981,-4,1,3,53464,-4
0,5171,2,1,1983,30,1,4,68564,-5
2,5172,1,7,1981,-4,1,4,41152,-4
0,5173,2,7,1983,42,1,4,70869,-4
0,5174,1,5,1984,95,1,4,97369,-4
0,5175,2,3,1983,58,1,4,64603,-4
0,5176,2,11,1984,79,1,4,24318,-4
0,5177,2,11,1981,70,1,2,85067,2
0,5178,1,8,1981,86,1,4,77097,-4
0,5179,2,2,1983,68,1,4,46275,-4
0,5180,1,12,1980,-4,1,4,70813,-4
0,5181,1,10,1983,25,1,4,40428,-4
0,5182,2,9,1981,90,1,4,47495,-5
0,5183,1,4,1981,-4,1,4,93715,-4
1,5184,1,7,1982,95,1,4,74335,-4
0,5185,2,7,1982,50,1,4,8921,-4
0,5186,2,9,1981,-4,1,4,93808,-5
0,5187,2,1,1983,95,1,4,95747,-4
0,5188,1,1,1983,97,1,4,90283,-4
0,5189,2,4,1980,-4,1,4,74945,-4
0,5190,2,6,1981,-4,1,4,75905,-4
1,5191,1,1,1981,-4,1,4,77800,-4
0,5192,2,9,1982,96,1,4,89965,-4
0,5193,2,6,1983,96,1,4,-4,-4
0,5194,2,3,1980,-4,1,4,91638,-4
0,5195,2,7,1982,95,1,4,86881,-4
0,5196,2,10,1981,-4,1,4,97208,-4
0,5197,1,12,1981,94,1,4,97843,-4
0,5198,2,11,1984,100,1,4,94139,-4
3,5199,1,8,1983,32,1,4,-4,-4
0,5200,2,9,1984,-4,1,4,-4,-5
0,5201,1,2,1981,93,1,4,47346,-4
0,5202,2,5,1981,-4,1,2,48115,-4
1,5203,2,11,1980,-4,1,4,75386,-5
0,5204,2,12,1984,66,1,4,26882,-4
0,5205,2,7,1981,-4,1,4,77393,-4
0,5206,2,5,1983,96,1,4,85560,-4
0,5207,2,4,1981,-4,1,4,60739,-4
0,5208,2,2,1984,16,1,4,50554,-4
0,5209,1,6,1981,-4,1,4,76635,-4
0,5210,2,11,1980,-4,1,4,72191,-4
2,5211,1,7,1984,50,1,4,79999,-5
0,5212,2,2,1982,-4,1,4,33271,-4
0,5213,1,4,1984,55,1,4,10177,-4
4,5214,1,3,1983,55,1,4,22164,-4
0,5215,2,8,1980,-4,1,4,-4,-4
1,5216,2,7,1980,-4,1,4,53073,-4
2,5217,2,9,1984,18,1,4,12070,-4
3,5218,1,5,1984,39,1,4,7001,-4
0,5219,2,11,1981,-4,1,4,91631,-4
0,5220,1,1,1984,99,1,4,53166,-4
0,5221,2,11,1983,96,1,4,85882,-4
0,5222,1,7,1980,-4,1,4,57001,-4
1,5223,1,4,1984,94,1,4,49666,-4
2,5224,1,1,1981,-4,1,4,32457,-4
14,5225,2,4,1983,91,1,4,70628,-4
1,5226,1,8,1980,-4,1,4,-4,-4
0,5227,2,6,1981,-4,1,4,62601,-4
0,5228,2,3,1983,96,1,4,20138,-4
0,5229,1,1,1981,-4,1,4,55896,-4
0,5230,2,12,1982,82,1,4,25121,-5
0,5231,1,1,1980,-4,1,4,41245,-4
7,5232,2,5,1981,-4,1,2,30949,-4
19,5233,2,9,1984,2,1,4,15354,-4
0,5234,1,8,1984,94,1,4,78023,-4
0,5235,1,7,1980,-4,1,4,-4,-4
0,5236,2,2,1981,-4,1,4,86278,-4
0,5237,2,4,1981,-4,1,4,50596,-4
1,5238,1,8,1984,97,1,4,91950,-4
1,5239,2,8,1984,96,1,4,99257,-4
4,5240,1,8,1980,32,1,2,15199,-4
2,5241,2,5,1983,0,1,4,39448,-4
0,5242,2,2,1980,-4,1,4,46913,-5
0,5243,2,12,1982,2,1,4,4507,-4
2,5244,1,9,1982,27,1,4,51463,-4
1,5245,1,2,1984,25,1,4,24496,-4
0,5246,1,8,1984,97,1,4,84880,-4
0,5247,2,12,1983,97,1,4,-4,-4
1,5248,1,1,1983,7,1,4,7160,-4
0,5249,1,4,1982,88,1,4,77961,-4
0,5250,1,12,1981,7,1,4,66341,-5
0,5251,2,8,1981,30,1,4,78003,-4
4,5252,1,9,1982,82,1,4,42654,-4
0,5253,2,12,1981,4,1,4,-4,-5
0,5254,1,9,1984,21,1,4,-5,-5
1,5255,1,10,1984,97,1,4,-4,-4
3,5256,2,5,1984,82,1,4,-4,-4
5,5257,2,1,1983,45,1,4,64225,-4
2,5258,1,9,1982,13,1,4,53336,-4
0,5259,1,10,1980,-4,1,4,77143,-5
0,5260,1,8,1982,81,1,4,38757,-4
0,5261,2,5,1984,14,1,4,36074,-4
1,5262,1,12,1982,92,1,4,76763,-4
0,5263,2,1,1984,16,1,4,46247,-4
2,5264,2,9,1980,-4,1,4,68623,-4
0,5265,2,8,1981,-4,1,4,-4,-4
7,5266,1,3,1984,47,1,4,-4,-4
0,5267,2,10,1981,77,1,4,53329,-4
2,5268,1,6,1983,90,1,4,57944,-5
0,5269,2,5,1982,82,1,4,77604,-4
3,5270,2,12,1980,-4,1,4,-4,-4
0,5271,1,1,1981,14,1,4,29444,-5
3,5272,2,12,1980,-4,1,4,28037,-4
0,5273,1,3,1980,-4,1,4,70730,-5
0,5274,2,1,1981,-4,1,4,-4,-5
0,5275,1,9,1980,-4,1,4,-4,-4
1,5276,2,12,1980,1,1,4,-4,-4
0,5277,1,1,1983,21,1,4,-4,-4
0,5278,1,1,1982,45,1,4,63263,-5
0,5279,1,9,1980,-4,1,4,82761,-4
0,5280,2,10,1982,73,1,4,69955,-4
0,5281,2,5,1980,21,1,4,67070,-4
1,5282,1,1,1984,77,1,4,35417,-4
0,5283,1,9,1982,53,1,4,37757,-5
18,5284,1,1,1980,-4,1,4,6974,-5
3,5285,2,4,1981,21,1,4,32170,-4
15,5286,1,5,1982,34,1,4,11383,-5
5,5287,1,9,1982,-3,1,4,14007,-5
0,5288,1,1,1984,12,1,4,1668,-4
0,5289,2,9,1984,87,1,4,90242,-4
0,5290,2,2,1981,-4,1,4,92849,-4
0,5291,2,6,1983,55,1,4,40407,-4
1,5292,1,7,1983,88,1,4,-4,-5
0,5293,2,1,1983,45,1,4,2748,-4
1,5294,2,3,1983,27,1,4,43913,-4
0,5295,2,1,1984,90,1,4,89144,-4
1,5296,2,5,1980,6,1,4,43691,-5
0,5297,2,4,1982,34,1,4,9715,-4
0,5298,2,5,1981,47,1,4,17806,-4
1,5299,2,11,1984,34,1,4,2901,-4
0,5300,2,12,1980,-4,1,4,74176,-5
3,5301,1,3,1984,73,1,4,42699,-4
0,5302,2,11,1982,50,1,4,63137,-4
0,5303,2,7,1981,-4,1,2,36327,-4
4,5304,2,7,1981,-4,1,4,37301,-4
3,5305,1,5,1983,82,1,4,-5,-4
1,5306,1,9,1980,-4,1,4,65944,-4
0,5307,2,8,1981,82,1,4,69059,-4
0,5308,1,11,1982,55,1,3,41667,-4
0,5309,1,1,1984,95,1,3,95912,-4
0,5310,2,5,1980,-4,1,2,49542,-4
0,5311,2,3,1980,-4,1,4,92853,-4
3,5312,1,7,1984,86,1,4,89868,-4
2,5313,1,11,1980,-4,1,4,46852,-4
0,5314,1,6,1980,-4,1,4,9371,-4
0,5315,2,8,1984,9,1,4,62253,-4
0,5316,1,10,1981,39,1,4,15427,-4
