"E8033100","R0000100","R0536300","R0536401","R0536402","R1210700","R1235800","R1482600","R9829600","U4282400"
0,5317,2,2,1983,63,1,4,57404,-4
1,5318,2,12,1983,75,1,2,70747,-4
0,5319,2,1,1981,-4,1,4,64652,-4
0,5320,2,12,1982,12,1,4,26290,-4
3,5321,1,12,1980,-4,1,4,74601,-4
0,5322,1,10,1983,55,1,4,52158,-4
1,5323,1,7,1981,12,1,4,12356,-4
11,5324,2,2,1982,14,1,4,-4,-5
19,5325,1,7,1983,66,1,4,-4,-5
0,5326,2,8,1984,68,1,4,-4,-4
1,5327,1,10,1983,55,1,4,47481,-5
2,5328,2,12,1983,50,1,4,-4,-4
0,5329,1,11,1982,66,1,4,18182,-4
1,5330,1,1,1984,84,1,4,78271,-4
2,5331,1,9,1981,-4,1,4,-5,-4
17,5332,1,7,1981,-4,1,4,61944,-4
0,5333,2,2,1983,93,1,4,99358,-4
0,5334,2,12,1984,97,1,4,77974,-5
0,5335,2,10,1980,23,1,4,-5,-5
2,5336,1,9,1981,12,1,4,31069,-4
11,5337,1,9,1983,66,1,4,51223,-4
0,5338,2,2,1981,13,1,4,11144,-4
5,5339,1,10,1984,82,1,4,55934,-4
1,5340,2,1,1982,30,1,4,40717,-4
0,5341,1,5,1981,18,1,4,25312,-5
0,5342,1,10,1982,50,1,4,52789,-4
0,5343,2,7,1984,61,1,4,62620,-4
0,5344,2,5,1982,45,1,4,59877,-5
0,5345,1,2,1980,-4,1,4,97965,-4
0,5346,2,9,1983,50,1,4,72070,-4
0,5347,1,12,1982,93,1,4,88299,-4
0,5348,1,11,1984,70,1,4,52689,-5
0,5349,1,8,1982,42,1,4,20887,-4
0,5350,1,7,1983,34,1,4,43093,-4
0,5351,2,9,1983,92,1,4,-5,-5
0,5352,1,3,1981,-4,1,4,58022,-4
1,5353,1,1,1982,77,1,4,71055,-4
1,5354,1,11,1983,96,1,4,83148,-4
0,5355,1,10,1980,-4,1,4,73382,-4
0,5356,1,8,1983,96,1,4,92504,-4
0,5357,1,3,1982,79,1,4,65715,-4
0,5358,2,7,1982,34,1,4,78762,-4
2,5359,2,11,1981,30,1,4,-4,-4
0,5360,1,6,1982,95,1,4,76190,-5
0,5361,2,7,1984,14,1,4,32494,-5
0,5362,1,9,1981,91,1,3,85799,-5
1,5363,1,2,1980,-4,1,4,75531,-4
1,5364,1,7,1980,0,1,4,2672,-4
0,5365,2,11,1983,81,1,4,51804,-5
3,5366,1,9,1984,50,1,4,32831,-5
0,5367,2,1,1983,63,1,4,69925,-4
0,5368,1,8,1980,3,1,4,34742,-4
0,5369,2,8,1984,86,1,4,85553,-4
3,5370,1,4,1981,-4,1,4,-4,-5
12,5371,1,1,1982,42,1,4,-4,-4
4,5372,2,7,1981,-4,1,4,30767,-5
0,5373,1,2,1983,18,1,4,-4,-4
9,5374,1,6,1984,70,1,4,-4,-4
0,5375,1,2,1983,73,1,4,51731,-5
2,5376,1,6,1984,4,1,3,1439,-4
0,5377,1,2,1983,3,1,4,37807,-5
0,5378,2,10,1984,37,1,4,-4,-4
7,5379,1,11,1982,81,1,4,73444,-4
4,5380,1,4,1981,-4,1,4,85846,-4
0,5381,2,12,1983,86,1,4,69813,-4
1,5382,2,9,1983,81,1,4,70490,-4
5,5383,1,3,1981,-4,1,4,58753,-4
3,5384,1,5,1983,12,1,4,12338,-5
6,5385,1,6,1982,42,1,4,38264,-4
1,5386,2,9,1980,-4,1,4,91787,-5
9,5387,2,9,1980,-4,1,3,32268,-5
0,5388,2,3,1984,81,1,4,87440,-4
0,5389,2,5,1980,-4,1,4,-4,-4
3,5390,2,3,1981,-4,1,1,-4,-4
3,5391,1,9,1980,-4,1,4,45865,-4
1,5392,2,11,1984,30,1,4,38775,-4
0,5393,1,10,1981,87,1,4,76465,-4
0,5394,2,11,1983,94,1,4,91232,-4
1,5395,1,12,1981,4,1,4,-4,-5
27,5396,1,3,1980,-4,1,2,2045,-4
0,5397,2,7,1982,70,1,2,45147,-4
3,5398,2,7,1983,63,1,4,32302,-5
15,5399,2,2,1980,-4,1,4,69157,-4
0,5400,1,1,1981,-4,1,4,50280,-5
7,5401,2,1,1983,66,1,4,76267,-4
0,5402,2,7,1983,45,1,4,-4,-4
1,5403,2,2,1980,-4,1,4,28418,-5
21,5404,2,7,1983,90,1,4,65080,-4
0,5405,2,10,1981,87,1,4,89532,-4
1,5406,1,3,1982,34,1,4,64457,-5
1,5407,1,4,1983,81,1,4,58951,-4
2,5408,1,12,1981,88,1,4,79681,-4
5,5409,1,12,1982,86,1,4,69608,-4
0,5410,2,11,1984,66,1,4,50760,-4
1,5411,2,9,1982,50,1,4,30530,-4
0,5412,2,10,1982,66,1,4,43784,-4
1,5413,2,1,1982,68,1,4,70706,-4
0,5414,2,7,1981,6,1,4,10238,-5
1,5415,1,4,1983,86,1,4,43557,-4
0,5416,2,1,1984,75,1,4,51237,-5
0,5417,1,5,1980,-4,1,3,-4,-4
1,5418,2,6,1981,-4,1,4,65115,-4
0,5419,2,12,1981,82,1,4,32386,-5
0,5420,1,10,1981,84,1,4,34975,-5
1,5421,2,2,1982,70,1,4,76006,-4
0,5422,2,9,1983,82,1,4,36307,-4
1,5423,1,10,1981,68,1,2,51252,-5
3,5424,2,11,1983,23,1,2,23101,-4
0,5425,2,12,1980,-4,1,4,57696,-4
1,5426,1,10,1984,68,1,4,19493,-4
0,5427,1,9,1981,21,1,4,23128,-4
0,5428,1,12,1984,91,1,4,65459,-4
0,5429,1,5,1981,9,1,4,22920,-4
0,5430,2,9,1983,9,1,4,17721,-5
0,5431,1,11,1983,14,1,4,49427,-5
0,5432,2,9,1983,3,1,4,9153,3
1,5433,1,8,1981,-4,1,4,74488,-4
1,5434,1,4,1981,-4,1,4,-4,-4
18,5435,1,7,1982,0,1,4,-5,-4
4,5436,1,3,1982,66,1,4,59568,-4
0,5437,1,3,1984,91,1,4,85681,-4
0,5438,1,6,1983,93,1,4,87807,-4
0,5439,1,5,1980,-4,1,4,64555,-4
1,5440,1,7,1984,68,1,4,47477,-4
0,5441,1,8,1980,-4,1,4,14298,-4
0,5442,1,12,1984,81,1,4,70471,-4
1,5443,1,7,1982,75,1,4,-4,-4
0,5444,2,3,1983,1,1,4,-4,-4
2,5445,1,6,1981,75,1,3,61101,-5
0,5446,2,7,1983,93,1,3,72886,-5
0,5447,1,3,1984,50,1,4,39456,-5
8,5448,2,5,1982,21,1,4,63112,-4
1,5449,1,5,1983,34,1,4,-4,-4
0,5450,1,2,1981,-4,1,4,39779,-4
0,5451,2,10,1980,-4,1,4,35301,-4
0,5452,2,10,1983,10,1,4,74180,-4
0,5453,1,9,1984,70,1,4,58470,-4
0,5454,2,9,1983,84,1,4,-4,-5
3,5455,1,9,1980,-4,1,2,7032,-4
5,5456,2,4,1982,21,1,2,15191,4
0,5457,2,1,1984,25,1,4,39779,-4
2,5458,1,7,1984,32,1,4,23479,5
2,5459,1,8,1982,10,1,4,20045,-5
0,5460,2,7,1983,87,1,4,50412,-4
9,5461,1,10,1982,23,1,2,16956,-4
20,5462,1,8,1984,34,1,4,12848,-4
4,5463,2,3,1983,12,1,4,34394,-4
0,5464,1,2,1981,-4,1,4,94577,-5
1,5465,2,7,1980,-4,1,3,-4,-4
2,5466,2,2,1981,1,1,3,-4,-4
3,5467,2,8,1983,2,1,3,-5,-4
3,5468,2,10,1980,-4,1,4,63538,-4
0,5469,2,8,1982,23,1,4,35625,-5
1,5470,2,9,1982,53,1,4,25319,4
2,5471,1,9,1981,3,1,2,50481,-4
0,5472,2,12,1982,21,1,2,28690,-4
2,5473,2,3,1981,-4,1,4,70724,-4
0,5474,1,7,1983,88,1,4,99351,-5
0,5475,2,9,1984,97,1,4,-4,-4
0,5476,2,6,1982,23,1,4,37544,-4
0,5477,2,6,1984,66,1,4,53834,-4
1,5478,2,5,1983,61,1,4,73818,-4
0,5479,2,9,1980,-4,1,4,73654,-4
0,5480,2,5,1984,96,1,4,83452,-4
0,5481,1,7,1980,-4,1,4,84039,-4
0,5482,2,7,1982,91,1,4,24992,-4
0,5483,1,12,1984,95,1,4,35476,-4
0,5484,1,12,1980,-4,1,4,32672,-4
0,5485,2,3,1983,-3,1,4,-5,-4
1,5486,1,8,1984,66,1,4,-4,-5
0,5487,2,9,1980,-4,1,4,6236,-4
0,5488,1,4,1983,63,1,4,36987,-5
0,5489,2,8,1984,25,1,4,27257,-4
0,5490,2,5,1984,94,1,4,80760,-4
1,5491,1,9,1982,84,1,4,82484,-5
0,5492,1,5,1980,-4,1,4,82412,-4
5,5493,2,9,1981,-4,1,4,-4,-4
31,5494,1,1,1983,16,1,4,16267,-4
2,5495,2,7,1982,61,1,4,21373,-5
1,5496,2,3,1981,-4,1,4,47699,-4
0,5497,1,12,1981,25,1,4,46929,-4
0,5498,2,12,1981,61,1,4,68735,-4
2,5499,1,3,1984,18,1,4,17906,-4
12,5500,1,3,1984,63,1,4,56980,-4
0,5501,2,10,1982,1,1,4,-4,-4
7,5502,1,5,1981,-4,1,4,10675,-4
0,5503,2,4,1982,82,1,4,73457,-4
0,5504,2,5,1984,39,1,4,71931,-4
0,5505,2,10,1981,-4,1,4,55250,-4
0,5506,2,6,1980,-4,1,4,27239,4
0,5507,2,6,1982,-4,1,4,25489,-4
3,5508,2,10,1983,50,1,4,21982,-4
0,5509,1,5,1980,-4,1,4,39130,-4
0,5510,1,8,1984,5,1,4,28442,-5
0,5511,1,1,1982,1,1,4,10622,-4
1,5512,1,4,1980,-4,1,4,83664,-4
0,5513,2,9,1982,37,1,4,27708,-5
0,5514,2,7,1984,12,1,4,21367,-5
5,5515,1,7,1982,32,1,4,15929,-4
0,5516,1,10,1983,37,1,4,19196,-4
16,5517,1,12,1980,-4,1,4,65552,-5
0,5518,1,12,1980,-4,1,4,4729,-4
8,5519,1,11,1984,21,1,4,36534,-4
1,5520,1,8,1983,87,1,4,87199,-4
1,5521,1,3,1984,30,1,2,23486,3
2,5522,1,3,1980,-4,1,4,57234,-4
0,5523,1,8,1983,90,1,4,80575,-4
0,5524,1,11,1984,87,1,4,63413,-5
0,5525,1,6,1983,13,1,4,41185,-4
0,5526,2,9,1984,87,1,4,65728,-4
0,5527,2,11,1982,87,1,2,74097,-5
0,5528,2,2,1980,-4,1,4,65027,-4
0,5529,1,3,1984,63,1,4,33200,5
1,5530,2,3,1984,73,1,4,41160,-4
0,5531,2,1,1980,-4,1,4,50676,-4
5,5532,1,11,1982,45,1,4,36885,-4
7,5533,1,7,1984,86,1,4,78348,-4
0,5534,2,5,1984,63,1,4,35389,-4
4,5535,2,7,1984,50,1,4,49449,-4
0,5536,1,2,1982,88,1,2,95999,-4
0,5537,1,10,1983,66,1,2,71588,5
0,5538,1,3,1982,42,1,4,42380,-4
0,5539,1,11,1984,30,1,4,27716,-4
0,5540,2,12,1983,91,1,4,96626,-4
0,5541,1,7,1980,-4,1,4,97379,-4
0,5542,1,7,1984,88,1,4,88631,-4
0,5543,2,9,1981,81,1,4,78296,-4
0,5544,2,12,1983,87,1,4,93837,-4
1,5545,1,11,1983,61,1,4,35799,-4
3,5546,1,9,1984,93,1,4,93711,-5
0,5547,1,12,1980,5,1,4,26823,-5
2,5548,2,1,1981,-4,1,4,23994,-4
3,5549,1,3,1982,4,1,4,281,-4
10,5550,1,7,1983,37,1,4,21406,-5
0,5551,2,9,1981,84,1,4,86224,5
0,5552,1,5,1983,82,1,4,60757,-4
0,5553,1,5,1983,55,1,4,65937,-4
1,5554,1,4,1984,39,1,1,41945,-4
0,5555,1,3,1980,-4,1,4,17859,-5
1,5556,1,7,1981,79,1,4,62255,-4
1,5557,1,2,1980,16,1,4,47312,-4
0,5558,2,12,1980,-4,1,1,14389,-4
0,5560,2,9,1981,-4,1,1,21745,2
0,5561,1,11,1981,84,1,4,58428,-5
0,5562,2,2,1983,91,1,4,90951,-4
1,5563,2,1,1981,-4,1,4,42003,-4
0,5564,2,5,1982,37,1,4,56087,-4
4,5565,2,8,1983,37,1,4,5006,-5
0,5566,1,8,1984,61,1,4,66843,-4
1,5567,2,8,1983,0,1,1,-4,-5
4,5568,1,2,1983,14,1,1,8281,4
1,5569,1,5,1982,25,1,1,23695,-4
0,5570,2,8,1983,14,1,4,3543,-4
0,5571,2,11,1981,92,1,4,72654,-4
0,5572,2,3,1982,-3,1,1,14241,-4
0,5573,2,7,1980,-4,1,1,39912,-4
0,5574,1,3,1983,2,1,1,14314,-4
0,5575,2,3,1983,14,1,1,62467,-4
0,5576,2,12,1983,23,1,1,55965,-4
0,5577,1,7,1984,0,1,1,29879,-4
0,5578,2,1,1984,93,1,1,59790,-4
0,5579,1,11,1982,42,1,4,33983,-4
0,5580,2,4,1982,86,1,4,58432,-1
0,5581,1,2,1981,-4,1,4,87024,-4
15,5582,1,8,1984,23,1,4,-4,-5
0,5583,2,7,1981,-4,1,4,71413,-5
0,5584,2,11,1982,79,1,4,38797,-4
1,5585,2,8,1981,-4,1,4,-4,-4
0,5586,1,6,1982,37,1,4,14849,-4
0,5587,2,2,1982,37,1,4,43564,-5
0,5588,1,7,1980,-4,1,4,-4,-5
0,5589,2,6,1983,70,1,1,69173,-4
0,5590,2,6,1980,-4,1,1,8829,-4
0,5591,1,2,1984,66,1,1,14754,-4
0,5592,1,10,1980,5,1,1,1778,-4
2,5593,1,11,1982,4,1,1,893,-4
0,5594,2,2,1984,-3,1,4,60772,-4
2,5595,1,9,1980,-4,1,4,77177,-4
0,5596,1,9,1983,1,1,1,12664,-4
1,5597,2,4,1980,3,1,1,2274,-4
1,5598,1,3,1981,-4,1,1,2995,-4
2,5599,1,4,1983,0,1,1,3279,-4
2,5600,1,5,1984,34,1,1,23571,-4
0,5601,2,10,1980,-4,1,1,44560,-4
0,5602,1,11,1980,-4,1,1,30599,-4
0,5603,2,2,1980,-4,1,1,9962,-4
0,5604,1,8,1983,2,1,1,22774,-5
0,5605,1,12,1984,79,1,1,-4,-4
0,5606,2,9,1983,39,1,4,50883,-4
0,5607,1,12,1984,70,1,1,44283,-4
1,5608,2,8,1981,39,1,1,20012,-4
11,5609,1,12,1981,25,1,1,18884,-4
0,5610,2,9,1983,98,1,1,76425,-4
3,5611,1,5,1981,21,1,1,20859,-5
0,5612,1,11,1982,82,1,1,18480,-4
0,5613,2,11,1981,37,1,1,29593,-4
0,5614,1,12,1982,19,1,4,48117,-4
1,5615,2,2,1981,-4,1,4,54834,-4
0,5616,2,8,1983,27,1,4,60831,-4
1,5617,1,1,1984,75,1,4,-4,-4
1,5618,2,7,1980,-4,1,4,85311,-4
0,5619,1,4,1980,-4,1,4,75756,-5
0,5620,2,9,1983,13,1,4,37233,-4
0,5621,2,8,1984,21,1,1,43971,-4
0,5622,2,6,1984,88,1,1,77431,-4
0,5623,2,3,1982,0,1,1,1924,-4
2,5624,2,11,1980,-4,1,1,14289,-4
0,5625,2,4,1981,-4,1,1,7662,-4
0,5626,1,5,1984,42,1,1,22830,-4
2,5627,1,12,1981,14,1,1,-4,-5
1,5628,2,8,1982,5,1,1,42899,-4
1,5629,1,12,1983,53,1,1,22291,-4
1,5630,1,8,1981,5,1,4,28405,-4
4,5631,1,3,1984,39,1,1,8605,3
0,5632,2,3,1983,18,1,1,23908,-4
0,5633,2,3,1980,-4,1,1,-4,-4
0,5634,2,9,1983,0,1,1,-4,-4
2,5635,1,12,1980,-4,1,1,8901,-5
0,5636,1,7,1980,-4,1,1,43183,-4
0,5637,2,1,1980,-4,1,1,15790,-4
3,5638,2,3,1981,-4,1,1,39153,-4
0,5639,1,7,1982,50,1,1,51707,-4
0,5640,1,10,1983,50,1,1,28106,-4
0,5641,2,1,1980,-4,1,4,-4,-4
0,5642,2,7,1981,-4,1,4,-4,-4
0,5643,1,3,1983,87,1,4,-4,-4
0,5644,2,1,1980,-4,1,4,95516,-4
0,5645,2,5,1983,79,1,4,78796,-4
0,5646,2,4,1983,91,1,4,-4,-4
0,5647,2,2,1982,42,1,4,-4,-4
0,5648,2,7,1981,86,1,4,-4,-4
0,5649,2,7,1983,95,1,4,-4,-4
2,5650,1,12,1984,92,1,4,-4,-4
4,5651,1,3,1981,-4,1,2,23468,-5
1,5652,1,6,1982,82,1,2,68093,-5
2,5653,2,6,1981,0,1,1,-4,-4
0,5654,1,6,1983,53,1,4,-4,-4
13,5655,2,7,1984,16,1,4,-4,-4
3,5656,2,4,1981,-4,1,4,-4,-4
0,5657,1,11,1980,73,1,4,58083,-4
0,5658,1,7,1980,-4,1,4,-4,-4
0,5659,2,8,1982,0,1,4,-4,-4
3,5660,1,10,1981,6,1,1,6964,1
0,5661,2,7,1983,91,1,1,61984,-4
0,5662,2,4,1982,32,1,4,-4,-4
9,5663,2,9,1980,18,1,4,27777,-4
2,5664,2,10,1983,0,1,4,7110,3
0,5665,2,3,1980,-4,1,4,-4,-5
1,5666,1,11,1980,-4,1,4,-4,-5
0,5667,2,8,1981,-4,1,1,54042,-5
0,5668,2,3,1984,-4,1,1,59032,-5
0,5669,1,4,1982,66,1,4,42200,-4
0,5670,1,11,1984,96,1,4,93435,-4
0,5671,1,10,1984,45,1,4,60376,-4
0,5672,2,6,1982,-4,1,4,47085,-4
2,5673,1,9,1982,32,1,2,-4,-4
3,5674,2,11,1984,91,1,4,-4,-5
20,5675,1,7,1984,95,1,4,-4,-4
2,5676,1,5,1980,-4,1,4,-4,-4
1,5677,2,11,1983,13,1,1,39562,-4
1,5678,1,2,1984,34,1,4,-4,-4
0,5679,2,12,1982,-4,1,4,-4,-5
0,5680,1,3,1981,21,1,4,35861,-4
0,5681,2,10,1983,86,1,4,27083,-4
0,5682,1,3,1981,-4,1,4,-5,-4
0,5683,2,9,1984,91,1,4,-4,-4
0,5684,2,10,1981,23,1,4,64043,-4
0,5685,2,3,1984,47,1,4,25733,-4
1,5686,2,3,1984,32,1,4,31956,-4
0,5687,1,3,1980,-4,1,4,26595,-4
0,5688,2,11,1981,37,1,4,10478,-4
14,5689,1,6,1982,12,1,4,50032,-5
0,5690,2,5,1983,18,1,4,9722,-4
0,5691,2,10,1982,32,1,4,43438,-4
0,5692,1,5,1980,2,1,4,0,-4
1,5693,1,8,1982,8,1,4,3773,-5
0,5694,2,7,1984,21,1,4,5264,-5
0,5695,2,10,1981,79,1,4,84452,-4
3,5696,1,10,1982,0,1,4,6706,-4
0,5697,2,11,1981,63,1,4,45811,-4
0,5698,1,11,1981,66,1,4,27370,-5
0,5699,1,6,1980,-4,1,4,19505,-4
0,5700,2,5,1984,32,1,4,13437,-4
3,5701,1,12,1983,30,1,4,24969,-4
0,5702,2,4,1983,12,1,4,42797,-4
0,5703,1,9,1983,55,1,4,36780,-4
1,5704,1,1,1983,66,1,4,28087,-4
0,5705,2,8,1980,-4,1,4,81949,-4
0,5706,2,2,1982,95,1,4,79214,-4
0,5707,2,6,1984,21,1,4,31427,-4
0,5708,2,11,1983,34,1,4,29237,-4
13,5709,1,4,1980,0,1,4,2889,-4
0,5710,2,5,1982,84,1,4,61875,-4
0,5711,2,2,1980,-4,1,4,54868,-5
0,5712,2,2,1983,81,1,4,-4,-4
0,5713,1,10,1980,-4,1,4,65948,3
0,5714,2,12,1983,14,1,4,18845,-4
0,5715,1,10,1980,-4,1,4,11622,-4
0,5716,1,10,1982,32,1,1,22176,-4
0,5717,2,6,1983,5,1,4,5848,-4
0,5718,2,10,1981,-4,1,4,-4,-4
0,5719,2,1,1984,77,1,4,31310,-4
14,5720,2,1,1984,39,1,4,16810,-4
1,5721,1,2,1980,-4,1,4,14808,-5
0,5722,2,9,1981,-4,1,4,40550,-4
0,5723,1,7,1982,95,1,4,-4,-4
0,5724,1,1,1981,-4,1,1,47018,-4
0,5725,2,12,1981,-4,1,1,42162,-4
1,5726,1,7,1982,18,1,1,2005,-4
9,5727,2,7,1984,1,1,1,844,-4
0,5728,2,11,1984,82,1,1,17434,-4
1,5729,1,4,1980,-4,1,4,3306,-4
0,5730,1,5,1982,79,1,2,5874,-4
0,5731,1,5,1982,86,1,4,32989,-4
1,5732,2,1,1984,-3,1,4,3956,-4
0,5733,2,4,1983,27,1,1,20383,-4
0,5734,1,11,1984,5,1,1,3634,-4
0,5735,2,12,1981,37,1,4,9955,-4
0,5736,1,1,1983,53,1,4,25709,-4
7,5737,1,9,1982,14,1,4,15608,-4
0,5738,2,6,1982,-4,1,4,-4,-5
1,5739,2,1,1984,99,1,4,86366,-4
0,5740,2,12,1984,100,1,4,31384,-4
1,5741,2,3,1984,99,1,4,60091,-4
5,5742,1,6,1980,0,1,4,12829,-5
1,5743,1,12,1981,-4,1,4,93884,-4
0,5744,1,12,1983,99,1,4,62984,-4
0,5745,2,8,1980,-4,1,1,20902,-4
0,5746,1,3,1982,96,1,1,51604,-4
2,5747,1,4,1981,-4,1,4,-4,-4
0,5748,2,6,1982,32,1,4,29464,-5
3,5749,1,8,1984,63,1,4,37228,-4
0,5750,1,10,1980,-4,1,4,-5,-5
0,5751,1,8,1983,68,1,4,16123,-4
0,5752,2,8,1982,55,1,2,-4,-4
3,5753,2,6,1984,1,1,4,39885,-4
1,5754,1,11,1983,0,1,4,-5,-4
4,5755,1,12,1981,7,1,1,3766,3
0,5756,1,9,1981,-4,1,4,-4,-4
1,5757,2,9,1981,0,1,4,51239,-4
1,5758,1,4,1980,-4,1,4,-4,-5
1,5759,1,4,1983,98,1,4,53861,-5
9,5760,1,11,1983,99,1,1,-4,-4
2,5761,2,11,1984,99,1,1,-4,-4
1,5762,2,5,1983,93,1,1,-4,-4
0,5763,2,8,1981,-4,1,1,68160,-4
0,5764,2,4,1983,50,1,1,27565,-4
0,5765,1,1,1980,-4,1,1,30252,-4
0,5766,1,9,1984,10,1,1,16655,-4
0,5767,2,1,1983,90,1,1,-5,-5
0,5768,2,5,1983,16,1,1,51488,-4
0,5769,1,8,1981,-4,1,1,86409,-4
0,5770,2,9,1981,0,1,1,6004,1
0,5771,1,10,1980,-4,1,1,68353,-4
0,5772,2,10,1982,53,1,1,45439,-4
0,5773,2,1,1984,2,1,1,12863,-4
4,5774,1,1,1983,23,1,1,-4,2
2,5775,2,12,1980,2,1,4,-4,-4
0,5776,1,10,1982,45,1,4,25586,-4
1,5777,1,8,1984,4,1,4,58798,-4
0,5778,2,11,1984,94,1,4,84260,-4
3,5779,1,8,1982,96,1,4,-4,-4
0,5780,1,10,1984,4,1,1,-4,-4
0,5781,1,6,1980,0,1,1,583,-4
0,5782,1,11,1983,0,1,1,4127,-4
0,5783,2,1,1982,82,1,4,57991,-4
1,5784,1,11,1984,86,1,4,-4,-4
0,5785,2,5,1980,-4,1,4,65823,-4
0,5786,1,10,1981,14,1,1,23453,-4
0,5787,2,9,1981,37,1,1,8275,2
0,5788,2,7,1982,82,1,1,4633,-4
0,5789,1,3,1980,-4,1,4,1006,-5
0,5790,1,9,1980,-4,1,4,75420,-4
0,5791,1,7,1982,0,1,4,4933,-4
0,5792,2,2,1984,-3,1,4,1005,-4
2,5793,1,8,1981,-4,1,4,38047,-4
0,5794,1,9,1983,86,1,4,38040,-4
0,5795,1,8,1980,-4,1,4,-4,-4
0,5796,2,5,1982,34,1,4,79046,-5
0,5797,2,5,1980,-4,1,4,22305,-4
0,5798,1,9,1981,92,1,4,94121,-4
0,5799,2,9,1980,-4,1,4,48477,-4
0,5800,2,1,1983,32,1,4,27605,-4
0,5801,2,12,1984,96,1,4,72802,-4
0,5802,1,12,1981,30,1,4,75514,-4
0,5803,2,7,1983,42,1,4,-4,-4
1,5804,1,11,1983,4,1,1,1433,-4
1,5805,1,1,1984,9,1,1,-4,-4
1,5806,1,9,1984,5,1,1,16038,-5
0,5807,2,2,1982,4,1,1,3377,-4
0,5808,2,3,1981,-4,1,1,26127,-4
1,5809,1,2,1982,5,1,1,15245,-4
0,5810,2,5,1980,-4,1,1,23118,4
0,5811,2,3,1982,-4,1,4,59212,-4
1,5813,1,7,1982,32,1,4,-4,-5
0,5814,2,3,1980,14,1,1,10937,-4
5,5815,1,3,1981,1,1,1,1092,-4
0,5816,1,1,1984,5,1,1,6117,-4
0,5817,1,11,1984,12,1,1,2616,-4
0,5818,2,8,1980,-4,1,1,51481,-4
0,5819,2,6,1982,1,1,1,2530,-4
0,5820,2,11,1984,9,1,1,4429,-4
1,5821,1,7,1980,27,1,1,8728,-5
0,5822,2,3,1981,0,1,1,959,-4
1,5823,1,11,1983,30,1,1,9500,-4
0,5824,2,2,1983,13,1,1,-5,-4
0,5825,1,5,1984,9,1,1,-5,-5
0,5826,2,9,1984,19,1,1,480,-4
0,5827,2,7,1980,-4,1,1,21684,2
3,5828,1,8,1982,13,1,1,18159,-4
5,5829,1,7,1981,9,1,1,-4,3
0,5830,2,1,1982,1,1,1,10948,-4
0,5831,1,6,1980,12,1,1,2380,4
0,5832,2,1,1981,14,1,4,22071,-4
0,5833,1,5,1981,58,1,1,169,-4
0,5834,2,9,1984,70,1,1,50896,-4
24,5835,1,9,1981,2,1,1,1162,-5
3,5836,2,6,1980,-4,1,4,61206,-4
1,5837,1,9,1983,61,1,4,20212,-4
0,5838,1,9,1981,58,1,4,65092,-4
0,5839,2,9,1982,81,1,4,63464,4
0,5840,2,3,1981,-4,1,1,29126,-4
2,5841,1,6,1981,6,1,1,627,-5
0,5842,1,8,1982,88,1,4,80844,-5
0,5843,2,8,1982,27,1,1,50816,-4
0,5844,2,2,1983,13,1,1,23535,-4
0,5845,2,1,1983,3,1,1,7615,-4
0,5846,2,3,1982,1,1,1,12204,-4
4,5847,1,10,1980,1,1,1,387,-4
2,5848,1,12,1980,-4,1,1,-4,-4
4,5849,1,6,1982,25,1,1,4712,-4
6,5850,1,6,1982,0,1,1,1690,-4
0,5851,2,10,1981,5,1,1,9581,-4
5,5852,1,3,1982,13,1,1,5941,-4
0,5853,2,7,1982,10,1,1,30220,-4
0,5854,2,8,1983,81,1,1,61758,-4
0,5855,2,8,1983,23,1,1,29922,-4
1,5856,2,10,1980,-4,1,4,-4,-4
10,5857,1,11,1984,23,1,4,-4,4
0,5858,2,8,1982,-4,1,4,-4,-5
0,5859,2,11,1980,-4,1,4,61063,-5
0,5860,2,3,1982,86,1,4,91935,-4
0,5861,1,4,1982,88,1,4,97131,-4
0,5862,1,10,1981,-4,1,4,3025,-5
0,5863,2,6,1983,96,1,4,80267,-4
0,5864,2,1,1980,-4,1,1,30111,-4
0,5865,2,7,1980,-4,1,1,40477,-4
0,5866,1,6,1980,-4,1,4,42425,-5
0,5867,1,10,1982,81,1,4,57064,-4
1,5868,1,12,1982,88,1,4,74920,-4
1,5869,1,9,1982,-3,1,4,8571,-4
0,5870,2,12,1981,19,1,4,29777,-4
0,5871,2,12,1982,-3,1,4,-4,-4
0,5872,1,6,1982,5,1,4,-4,-4
1,5873,2,9,1980,-4,1,4,16179,-4
0,5874,1,6,1983,4,1,4,12699,-5
2,5875,2,6,1981,-4,1,4,39162,-4
0,5876,1,2,1983,13,1,4,-4,-4
0,5877,2,7,1982,32,1,4,73681,-5
0,5878,2,1,1981,-4,1,4,43253,-4
0,5879,2,12,1982,4,1,4,49456,-4
0,5880,2,6,1984,96,1,4,78834,-4
0,5881,2,6,1980,-4,1,4,41692,-4
0,5882,1,10,1982,5,1,4,-4,-4
1,5883,1,1,1982,91,1,4,95312,-5
1,5884,2,7,1980,-4,1,4,73256,-4
0,5885,2,9,1981,-4,1,4,14221,-4
0,5886,2,8,1982,90,1,4,69038,-5
0,5887,1,9,1983,0,1,4,-5,-5
0,5888,2,1,1982,82,1,4,-4,-4
0,5889,2,1,1981,30,1,2,-4,-4
0,5890,2,6,1981,-4,1,1,35645,-4
0,5891,2,1,1982,12,1,1,46971,-4
0,5892,2,3,1983,77,1,4,50175,-4
9,5893,2,1,1984,90,1,4,18223,-5
1,5894,1,8,1981,-4,1,2,15952,-4
